OUTCOME,NAME,TEAM_CITY,HOME,DATE,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,MIN,OREB,PF,PTS,REB,START_POSITION,STL,TO
0,Aaron Brooks,Chicago,0,12_18_14,5,0,2,5,3,60,9,5,56,6,5,83,25,0,1,18,2,N/A,1,4
0,E'Twaun Moore,Chicago,0,12_18_14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,N/A,0,1
0,Cameron Bairstow,Chicago,0,12_18_14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Nazr Mohammed,Chicago,0,12_18_14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Trevor Ariza,Houston,1,03_10_17,1,0,10,4,2,50,6,3,50,6,5,83,30,1,3,13,11,F,2,1
1,Ryan Anderson,Houston,1,03_10_17,0,0,1,12,6,50,15,7,47,1,1,100,27,2,0,21,3,F,1,0
1,Clint Capela,Houston,1,03_10_17,1,0,4,0,0,0,9,7,78,4,3,75,24,3,0,17,7,C,0,1
1,Patrick Beverley,Houston,1,03_10_17,4,2,3,3,0,0,4,0,0,4,3,75,29,3,3,3,6,G,1,2
1,James Harden,Houston,1,03_10_17,13,0,7,9,3,33,16,6,38,5,4,80,33,0,3,19,7,G,3,6
1,Nene,Houston,1,03_10_17,2,0,5,1,0,0,8,4,50,0,0,0,19,1,2,8,6,N/A,1,0
1,Eric Gordon,Houston,1,03_10_17,2,1,1,10,2,20,14,3,21,0,0,0,23,0,2,8,1,N/A,1,0
1,Lou Williams,Houston,1,03_10_17,1,1,3,7,2,29,11,4,36,8,8,100,27,0,1,18,3,N/A,2,4
1,Sam Dekker,Houston,1,03_10_17,2,0,5,1,0,0,4,1,25,4,2,50,18,1,1,4,6,N/A,0,2
1,Montrezl Harrell,Houston,1,03_10_17,0,0,3,0,0,0,1,1,100,0,0,0,6,0,0,2,3,N/A,0,0
1,Bobby Brown,Houston,1,03_10_17,0,0,0,0,0,0,1,1,100,0,0,0,2,0,0,2,0,N/A,0,0
1,Kyle Wiltjer,Houston,1,03_10_17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,N/A,0,1
1,Jimmy Butler,Chicago,0,03_10_17,4,0,2,2,0,0,12,6,50,4,4,100,31,3,1,16,5,F,1,1
1,Bobby Portis,Chicago,0,03_10_17,0,0,6,2,0,0,9,3,33,2,2,100,20,0,3,8,6,F,1,2
1,Robin Lopez,Chicago,0,03_10_17,0,2,3,0,0,0,6,2,33,0,0,0,20,1,4,4,4,C,0,3
1,Dwyane Wade,Chicago,0,03_10_17,2,0,1,6,1,17,18,9,50,2,2,100,25,2,2,21,3,G,2,3
1,Jerian Grant,Chicago,0,03_10_17,5,0,0,5,0,0,5,0,0,0,0,0,12,2,1,0,2,G,0,0
1,Michael Carter-Williams,Chicago,0,03_10_17,3,0,1,2,0,0,7,2,29,0,0,0,19,1,1,4,2,N/A,1,1
1,Joffrey Lauvergne,Chicago,0,03_10_17,2,0,7,2,0,0,6,1,17,0,0,0,16,2,0,2,9,N/A,0,3
1,Denzel Valentine,Chicago,0,03_10_17,4,0,5,6,2,33,8,3,38,0,0,0,23,0,1,8,5,N/A,1,1
1,Cristiano Felicio,Chicago,0,03_10_17,0,1,7,0,0,0,5,2,40,0,0,0,22,0,2,4,7,N/A,0,1
1,Rajon Rondo,Chicago,0,03_10_17,2,0,2,4,2,50,5,3,60,0,0,0,17,0,2,8,2,N/A,1,1
1,Paul Zipser,Chicago,0,03_10_17,0,1,2,6,2,33,9,3,33,0,0,0,20,0,2,8,2,N/A,1,1
1,Cameron Payne,Chicago,0,03_10_17,2,0,2,4,2,50,8,4,50,4,1,25,16,0,2,11,2,N/A,1,1
1,Nikola Mirotic,Chicago,0,03_10_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Michael Kidd-Gilchrist,Charlotte,0,01_27_17,1,0,5,1,0,0,9,5,56,2,2,100,37,1,3,12,6,F,1,0
1,Marvin Williams,Charlotte,0,01_27_17,0,0,3,9,5,56,14,6,43,0,0,0,31,0,3,17,3,F,1,1
1,Roy Hibbert,Charlotte,0,01_27_17,0,0,4,0,0,0,3,1,33,0,0,0,18,0,2,2,4,C,0,0
1,Nicolas Batum,Charlotte,0,01_27_17,9,0,9,6,3,50,12,5,42,2,2,100,36,2,2,15,11,G,1,5
1,Kemba Walker,Charlotte,0,01_27_17,5,1,8,11,2,18,29,13,45,4,3,75,37,2,1,31,10,G,0,1
1,Marco Belinelli,Charlotte,0,01_27_17,1,0,2,5,2,40,10,6,60,1,1,100,21,0,0,15,2,N/A,1,2
1,Frank Kaminsky,Charlotte,0,01_27_17,1,1,3,3,1,33,6,2,33,0,0,0,22,1,3,5,4,N/A,0,1
1,Spencer Hawes,Charlotte,0,01_27_17,1,2,3,2,0,0,4,1,25,4,4,100,25,2,0,6,5,N/A,1,2
1,Ramon Sessions,Charlotte,0,01_27_17,0,0,1,0,0,0,3,1,33,2,2,100,14,1,2,4,2,N/A,0,1
1,Treveon Graham,Charlotte,0,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Jeremy Lamb,Charlotte,0,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Brian Roberts,Charlotte,0,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Christian Wood,Charlotte,0,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Carmelo Anthony,New York,1,01_27_17,0,1,11,7,1,14,26,8,31,3,1,33,35,0,0,18,11,F,0,0
1,Kristaps Porzingis,New York,1,01_27_17,0,3,3,4,2,50,11,8,73,0,0,0,35,1,6,18,4,F,0,2
1,Joakim Noah,New York,1,01_27_17,2,1,1,0,0,0,1,0,0,0,0,0,12,1,2,0,2,C,0,0
1,Courtney Lee,New York,1,01_27_17,4,1,3,5,2,40,12,7,58,0,0,0,35,0,1,16,3,G,3,1
1,Derrick Rose,New York,1,01_27_17,4,0,1,0,0,0,10,5,50,3,3,100,22,1,2,13,2,G,2,2
1,Willy Hernangomez,New York,1,01_27_17,3,0,3,0,0,0,5,2,40,0,0,0,15,4,2,4,7,N/A,0,2
1,Justin Holiday,New York,1,01_27_17,2,0,5,4,1,25,6,3,50,2,2,100,20,0,2,9,5,N/A,1,0
1,Mindaugas Kuzminskas,New York,1,01_27_17,2,0,2,1,0,0,7,3,43,1,1,100,18,2,1,7,4,N/A,1,2
1,Brandon Jennings,New York,1,01_27_17,3,0,3,5,2,40,11,6,55,3,1,33,31,0,1,15,3,N/A,1,0
1,Kyle O'Quinn,New York,1,01_27_17,2,3,5,1,1,100,7,4,57,1,1,100,16,2,1,10,7,N/A,0,1
1,Ron Baker,New York,1,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Sasha Vujacic,New York,1,01_27_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
0,Jae Crowder,Boston,0,03_08_17,4,0,8,6,2,33,9,3,33,2,1,50,30,2,1,9,10,F,0,3
0,Al Horford,Boston,0,03_08_17,6,0,5,1,1,100,8,4,50,1,1,100,32,1,1,10,6,F,2,1
0,Amir Johnson,Boston,0,03_08_17,0,0,5,0,0,0,4,4,100,0,0,0,20,0,1,8,5,C,1,1
0,Avery Bradley,Boston,0,03_08_17,1,1,3,3,0,0,15,6,40,0,0,0,30,3,1,12,6,G,1,1
0,Isaiah Thomas,Boston,0,03_08_17,3,0,0,10,4,40,20,7,35,7,7,100,34,0,3,25,0,G,3,3
0,Marcus Smart,Boston,0,03_08_17,3,0,1,2,0,0,8,1,13,4,3,75,25,2,2,5,3,N/A,1,1
0,Jonas Jerebko,Boston,0,03_08_17,1,0,4,1,1,100,3,2,67,0,0,0,12,1,0,5,5,N/A,1,0
0,Jaylen Brown,Boston,0,03_08_17,2,0,3,0,0,0,2,1,50,3,1,33,15,0,0,3,3,N/A,0,1
0,Kelly Olynyk,Boston,0,03_08_17,5,0,5,2,1,50,9,7,78,2,2,100,26,0,0,17,5,N/A,3,1
0,Terry Rozier,Boston,0,03_08_17,3,0,1,4,1,25,6,2,33,0,0,0,14,0,1,5,1,N/A,0,0
0,Jordan Mickey,Boston,0,03_08_17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,N/A,0,0
0,Tyler Zeller,Boston,0,03_08_17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N/A,0,0
0,Gerald Green,Boston,0,03_08_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Patrick McCaw,Golden State,1,03_08_17,3,0,3,3,0,0,7,3,43,0,0,0,32,1,1,6,4,F,0,1
0,Draymond Green,Golden State,1,03_08_17,2,3,8,6,1,17,15,6,40,0,0,0,34,0,4,13,8,F,3,3
0,Zaza Pachulia,Golden State,1,03_08_17,3,1,4,0,0,0,5,1,20,0,0,0,19,2,2,2,6,C,0,1
0,Klay Thompson,Golden State,1,03_08_17,1,2,5,8,2,25,23,11,48,2,1,50,34,1,2,25,6,G,1,2
0,Stephen Curry,Golden State,1,03_08_17,6,1,2,9,2,22,16,8,50,5,5,100,35,3,4,23,5,G,0,4
0,Andre Iguodala,Golden State,1,03_08_17,3,0,3,2,1,50,6,4,67,0,0,0,29,0,1,9,3,N/A,2,3
0,JaVale McGee,Golden State,1,03_08_17,0,0,1,0,0,0,4,2,50,0,0,0,5,2,0,4,3,N/A,0,0
0,Matt Barnes,Golden State,1,03_08_17,2,2,5,2,0,0,3,0,0,0,0,0,13,0,3,0,5,N/A,1,0
0,Shaun Livingston,Golden State,1,03_08_17,1,2,0,0,0,0,2,1,50,0,0,0,14,0,1,2,0,N/A,1,2
0,David West,Golden State,1,03_08_17,2,0,3,0,0,0,1,0,0,0,0,0,12,1,1,0,4,N/A,0,1
0,James Michael McAdoo,Golden State,1,03_08_17,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,N/A,0,0
0,Ian Clark,Golden State,1,03_08_17,0,0,0,0,0,0,1,1,100,0,0,0,6,0,0,2,0,N/A,0,0
0,Kevon Looney,Golden State,1,03_08_17,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1,N/A,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
1,LeBron James,Cleveland,0,12_07_16,7,2,4,2,1,50,10,7,70,14,10,71,32,2,2,25,6,F,1,4
1,Kevin Love,Cleveland,0,12_07_16,2,0,2,12,4,33,16,6,38,5,5,100,27,1,0,21,3,F,2,2
1,Tristan Thompson,Cleveland,0,12_07_16,1,1,14,0,0,0,5,0,0,4,3,75,34,6,2,3,20,C,2,0
1,Kyrie Irving,Cleveland,0,12_07_16,6,0,3,6,4,67,17,9,53,6,6,100,30,0,1,28,3,G,0,2
1,DeAndre Liggins,Cleveland,0,12_07_16,2,0,1,2,2,100,2,2,100,0,0,0,21,1,3,6,2,G,1,0
1,Iman Shumpert,Cleveland,0,12_07_16,1,0,6,6,4,67,8,4,50,2,2,100,23,0,4,14,6,N/A,2,3
1,Mike Dunleavy,Cleveland,0,12_07_16,1,0,2,3,1,33,3,1,33,0,0,0,15,0,1,3,2,N/A,0,0
1,Richard Jefferson,Cleveland,0,12_07_16,0,0,3,2,1,50,5,2,40,0,0,0,18,0,1,5,3,N/A,0,0
1,Channing Frye,Cleveland,0,12_07_16,0,0,0,3,2,67,4,2,50,0,0,0,13,0,2,6,0,N/A,1,0
1,Kay Felder,Cleveland,0,12_07_16,3,0,0,1,0,0,6,2,33,0,0,0,10,0,1,4,0,N/A,0,1
1,Chris Andersen,Cleveland,0,12_07_16,0,1,1,0,0,0,1,1,100,0,0,0,8,0,0,2,1,N/A,1,0
1,James Jones,Cleveland,0,12_07_16,0,0,0,3,3,100,3,3,100,0,0,0,8,0,1,9,0,N/A,1,0
1,Jordan McRae,Cleveland,0,12_07_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Carmelo Anthony,New York,1,12_07_16,2,1,3,2,0,0,9,4,44,0,0,0,24,1,4,8,4,F,0,3
1,Kristaps Porzingis,New York,1,12_07_16,0,2,2,5,2,40,15,5,33,0,0,0,30,1,5,12,3,F,0,1
1,Joakim Noah,New York,1,12_07_16,2,0,4,0,0,0,3,2,67,2,1,50,15,2,1,5,6,C,0,1
1,Brandon Jennings,New York,1,12_07_16,3,0,4,3,1,33,14,6,43,3,3,100,31,0,2,16,4,G,0,3
1,Courtney Lee,New York,1,12_07_16,5,0,1,7,3,43,10,5,50,2,2,100,31,1,2,15,2,G,2,1
1,Lance Thomas,New York,1,12_07_16,0,0,2,3,1,33,5,2,40,0,0,0,14,0,1,5,2,N/A,0,0
1,Kyle O'Quinn,New York,1,12_07_16,3,0,4,0,0,0,7,5,71,0,0,0,21,3,1,10,7,N/A,0,1
1,Sasha Vujacic,New York,1,12_07_16,3,0,2,1,0,0,2,0,0,0,0,0,9,0,4,0,2,N/A,0,1
1,Justin Holiday,New York,1,12_07_16,1,0,3,2,1,50,3,1,33,0,0,0,14,1,1,3,4,N/A,1,1
1,Mindaugas Kuzminskas,New York,1,12_07_16,1,0,0,3,1,33,5,1,20,2,2,100,17,0,1,5,0,N/A,1,3
1,Willy Hernangomez,New York,1,12_07_16,0,0,3,1,1,100,5,2,40,4,4,100,15,4,0,9,7,N/A,1,0
1,Maurice Ndour,New York,1,12_07_16,1,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,1,N/A,1,0
1,Ron Baker,New York,1,12_07_16,1,0,1,4,1,25,7,2,29,2,1,50,10,0,0,6,1,N/A,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
0,Justin Anderson,Dallas,0,03_28_16,2,2,2,3,1,33,8,5,63,0,0,0,24,2,1,11,4,F,1,0
0,Dirk Nowitzki,Dallas,0,03_28_16,0,1,3,3,0,0,17,4,24,2,2,100,33,1,3,10,4,F,4,0
0,Dwight Powell,Dallas,0,03_28_16,0,1,5,0,0,0,13,8,62,0,0,0,30,2,4,16,7,C,2,0
0,Wesley Matthews,Dallas,0,03_28_16,2,1,3,10,4,40,14,5,36,0,0,0,34,0,2,14,3,G,1,1
0,Raymond Felton,Dallas,0,03_28_16,5,0,3,2,1,50,8,3,38,4,4,100,32,2,4,11,5,G,1,1
0,Devin Harris,Dallas,0,03_28_16,3,1,2,8,2,25,10,3,30,4,4,100,29,1,0,12,3,N/A,3,0
0,Zaza Pachulia,Dallas,0,03_28_16,0,0,4,0,0,0,5,1,20,3,3,100,29,1,4,5,5,N/A,0,0
0,J.J. Barea,Dallas,0,03_28_16,11,0,1,6,3,50,13,7,54,2,1,50,26,0,2,18,1,N/A,2,1
0,David Lee,Dallas,0,03_28_16,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,N/A,0,0
0,JaVale McGee,Dallas,0,03_28_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Salah Mejri,Dallas,0,03_28_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Charlie Villanueva,Dallas,0,03_28_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Deron Williams,Dallas,0,03_28_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,JaKarr Sampson,Denver,1,03_28_16,2,1,3,1,0,0,4,1,25,0,0,0,18,0,1,2,3,F,0,1
0,Kenneth Faried,Denver,1,03_28_16,0,2,7,0,0,0,7,3,43,4,3,75,22,4,3,9,11,F,0,4
0,Nikola Jokic,Denver,1,03_28_16,2,0,8,2,0,0,7,1,14,0,0,0,24,0,2,2,8,C,2,3
0,Gary Harris,Denver,1,03_28_16,1,0,0,4,2,50,9,5,56,1,1,100,30,0,1,13,0,G,0,1
0,Emmanuel Mudiay,Denver,1,03_28_16,7,0,6,3,1,33,11,5,46,6,5,83,35,0,3,16,6,G,1,4
0,Darrell Arthur,Denver,1,03_28_16,1,0,1,3,1,33,7,4,57,0,0,0,26,0,3,9,1,N/A,0,3
0,Joffrey Lauvergne,Denver,1,03_28_16,2,1,2,2,0,0,7,4,57,0,0,0,23,1,2,8,3,N/A,0,1
0,Will Barton,Denver,1,03_28_16,2,0,8,9,5,56,14,7,50,4,4,100,32,0,1,23,8,N/A,0,1
0,D.J. Augustin,Denver,1,03_28_16,3,0,2,0,0,0,2,0,0,4,4,100,17,1,1,4,3,N/A,0,3
0,Axel Toupane,Denver,1,03_28_16,0,0,0,0,0,0,1,1,100,0,0,0,7,0,2,2,0,N/A,0,0
0,Jameer Nelson,Denver,1,03_28_16,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,0,1,N/A,0,0
0,Mike Miller,Denver,1,03_28_16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
0,Thabo Sefolosha,Atlanta,0,01_18_17,0,0,1,1,0,0,3,0,0,0,0,0,12,0,2,0,1,F,0,0
0,Paul Millsap,Atlanta,0,01_18_17,4,0,5,5,1,20,17,7,41,9,6,67,27,3,2,21,8,F,0,2
0,Dwight Howard,Atlanta,0,01_18_17,2,3,2,0,0,0,1,1,100,2,2,100,21,1,2,4,3,C,0,2
0,Kent Bazemore,Atlanta,0,01_18_17,1,1,2,3,1,33,10,4,40,2,1,50,21,0,1,10,2,G,0,2
0,Dennis Schroder,Atlanta,0,01_18_17,6,0,0,2,0,0,11,5,46,3,3,100,27,0,3,13,0,G,0,2
0,Tim Hardaway Jr.,Atlanta,0,01_18_17,0,0,1,4,2,50,8,4,50,0,0,0,19,0,0,10,1,N/A,0,0
0,Mike Dunleavy,Atlanta,0,01_18_17,2,0,2,2,0,0,4,1,25,0,0,0,21,2,2,2,4,N/A,1,1
0,Kris Humphries,Atlanta,0,01_18_17,1,0,1,2,1,50,5,4,80,4,4,100,20,1,4,13,2,N/A,0,1
0,Malcolm Delaney,Atlanta,0,01_18_17,1,0,3,2,1,50,5,1,20,2,1,50,14,0,1,4,3,N/A,0,0
0,Mike Scott,Atlanta,0,01_18_17,0,0,2,2,0,0,3,0,0,0,0,0,14,0,0,0,2,N/A,0,1
0,Taurean Prince,Atlanta,0,01_18_17,1,0,2,1,0,0,5,2,40,6,6,100,20,0,2,10,2,N/A,0,1
0,Gary Neal,Atlanta,0,01_18_17,1,0,1,1,0,0,4,0,0,4,4,100,13,0,1,4,1,N/A,0,0
0,DeAndre' Bembry,Atlanta,0,01_18_17,3,0,2,0,0,0,2,1,50,5,2,40,12,1,1,4,3,N/A,0,0
0,Tobias Harris,Detroit,1,01_18_17,0,0,5,6,4,67,12,7,58,2,1,50,27,0,5,19,5,F,1,1
0,Marcus Morris,Detroit,1,01_18_17,7,0,9,6,1,17,13,5,39,4,3,75,36,1,3,14,10,F,0,0
0,Andre Drummond,Detroit,1,01_18_17,2,0,9,0,0,0,15,6,40,6,1,17,23,8,2,13,17,C,1,1
0,Reggie Bullock,Detroit,1,01_18_17,4,0,3,5,2,40,11,6,55,2,1,50,36,3,3,15,6,G,1,2
0,Reggie Jackson,Detroit,1,01_18_17,4,0,3,4,2,50,20,10,50,4,4,100,32,2,2,26,5,G,0,3
0,Stanley Johnson,Detroit,1,01_18_17,3,0,2,1,1,100,5,3,60,0,0,0,32,2,2,7,4,N/A,3,3
0,Ish Smith,Detroit,1,01_18_17,4,0,3,2,0,0,5,3,60,0,0,0,18,0,5,6,3,N/A,0,1
0,Aron Baynes,Detroit,1,01_18_17,2,0,2,0,0,0,5,3,60,8,6,75,22,2,4,12,4,N/A,0,0
0,Darrun Hilliard,Detroit,1,01_18_17,0,0,4,1,0,0,2,0,0,2,2,100,9,0,1,2,4,N/A,0,1
0,Boban Marjanovic,Detroit,1,01_18_17,0,0,2,0,0,0,2,1,50,0,0,0,2,0,1,2,2,N/A,0,0
0,Henry Ellenson,Detroit,1,01_18_17,1,0,0,0,0,0,1,1,100,0,0,0,2,0,1,2,0,N/A,0,0
0,Michael Gbinije,Detroit,1,01_18_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Beno Udrih,Detroit,1,01_18_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Mike Dunleavy,Chicago,0,04_08_15,3,0,1,4,2,50,6,3,50,0,0,0,22,0,3,8,1,F,0,1
1,Pau Gasol,Chicago,0,04_08_15,3,3,8,0,0,0,10,4,40,9,7,78,34,1,2,15,9,F,1,1
1,Joakim Noah,Chicago,0,04_08_15,4,0,6,0,0,0,6,2,33,2,0,0,31,5,2,4,11,C,2,3
1,Jimmy Butler,Chicago,0,04_08_15,6,0,4,4,3,75,10,6,60,4,4,100,37,1,1,19,5,G,2,2
1,Derrick Rose,Chicago,0,04_08_15,2,0,2,6,1,17,9,3,33,2,2,100,19,0,1,9,2,G,1,4
1,Aaron Brooks,Chicago,0,04_08_15,2,0,2,4,2,50,11,5,46,2,1,50,26,1,2,13,3,N/A,2,2
1,Taj Gibson,Chicago,0,04_08_15,1,1,4,0,0,0,12,6,50,5,3,60,29,3,3,15,7,N/A,0,1
1,Nikola Mirotic,Chicago,0,04_08_15,2,0,1,5,3,60,11,3,27,7,6,86,27,1,1,15,2,N/A,1,1
1,Kirk Hinrich,Chicago,0,04_08_15,2,0,1,3,1,33,4,2,50,0,0,0,15,0,1,5,1,N/A,0,0
1,Tony Snell,Chicago,0,04_08_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0
1,Doug McDermott,Chicago,0,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Nazr Mohammed,Chicago,0,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,E'Twaun Moore,Chicago,0,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Tobias Harris,Orlando,1,04_08_15,1,0,2,5,0,0,13,2,15,4,4,100,29,1,1,8,3,F,0,1
1,Dewayne Dedmon,Orlando,1,04_08_15,0,1,6,0,0,0,5,3,60,0,0,0,25,5,4,6,11,F,0,3
1,Nikola Vucevic,Orlando,1,04_08_15,3,0,5,0,0,0,16,9,56,4,4,100,37,2,4,22,7,C,1,2
1,Victor Oladipo,Orlando,1,04_08_15,5,0,5,7,3,43,14,8,57,6,4,67,41,0,2,23,5,G,3,4
1,Elfrid Payton,Orlando,1,04_08_15,9,0,5,2,2,100,14,6,43,3,3,100,40,4,1,17,9,G,2,3
1,Aaron Gordon,Orlando,1,04_08_15,1,0,4,1,0,0,3,2,67,4,3,75,22,0,4,7,4,N/A,1,0
1,Evan Fournier,Orlando,1,04_08_15,0,0,1,5,2,40,7,3,43,3,3,100,21,1,0,11,2,N/A,0,1
1,Andrew Nicholson,Orlando,1,04_08_15,2,1,1,2,1,50,8,4,50,0,0,0,22,0,3,9,1,N/A,0,1
1,Channing Frye,Orlando,1,04_08_15,0,1,2,1,0,0,2,1,50,0,0,0,4,0,0,2,2,N/A,1,0
1,Ben Gordon,Orlando,1,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Willie Green,Orlando,1,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Maurice Harkless,Orlando,1,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,Kyle O'Quinn,Orlando,1,04_08_15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,,,,,,,
1,Wesley Matthews,Dallas,0,02_15_17,3,0,2,7,0,0,13,4,31,0,0,0,37,0,1,8,2,F,2,0
1,Harrison Barnes,Dallas,0,02_15_17,1,0,4,4,0,0,16,7,44,2,2,100,37,1,2,16,5,F,0,0
1,Dirk Nowitzki,Dallas,0,02_15_17,3,1,10,6,4,67,19,9,47,2,2,100,30,0,2,24,10,C,1,1
1,Seth Curry,Dallas,0,02_15_17,3,0,2,7,3,43,9,5,56,0,0,0,31,0,3,13,2,G,2,0
1,Deron Williams,Dallas,0,02_15_17,6,0,2,7,2,29,14,4,29,2,2,100,30,0,3,12,2,G,1,2
1,Yogi Ferrell,Dallas,0,02_15_17,3,0,4,3,1,33,8,2,25,0,0,0,20,1,2,5,5,N/A,2,1
1,Andrew Bogut,Dallas,0,02_15_17,1,1,5,0,0,0,4,2,50,0,0,0,18,3,4,4,8,N/A,1,2
1,Devin Harris,Dallas,0,02_15_17,2,0,3,2,0,0,7,1,14,4,4,100,18,0,2,6,3,N/A,1,0
1,Dorian Finney-Smith,Dallas,0,02_15_17,0,0,1,1,0,0,2,1,50,1,1,100,9,0,1,3,1,N/A,0,0
1,Salah Mejri,Dallas,0,02_15_17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,N/A,0,0
1,Dwight Powell,Dallas,0,02_15_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0
1,Justin Anderson,Dallas,0,02_15_17,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,N/A,0,0
1,Nicolas Brussino,Dallas,0,02_15_17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
